zone,direction,year,month,n_trips,Borough,zone_name,crz_zone,charged_share_2023,charged_share_2024,charged_share
142,pickup,2023,4,110022,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
142,pickup,2023,5,118616,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
142,pickup,2023,6,102717,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
142,pickup,2024,2,92047,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
142,pickup,2024,3,104338,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
142,pickup,2024,4,105672,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
142,pickup,2024,5,113766,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
142,pickup,2024,6,96760,Manhattan,Lincoln Square East,false,0.436,0.4338,0.436
143,dropoff,2023,2,43181,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2023,3,49799,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2023,4,46652,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2023,5,50507,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2023,6,46820,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2024,2,43561,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2024,3,47128,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2024,4,46047,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2024,5,48079,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,dropoff,2024,6,45186,Manhattan,Lincoln Square West,false,0.4826,0.4751,0.4826
143,pickup,2023,2,29998,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2023,3,35877,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2023,4,33237,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2023,5,36788,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2023,6,33263,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2024,2,30341,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2024,3,32952,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2024,4,32739,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2024,5,34149,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
143,pickup,2024,6,31220,Manhattan,Lincoln Square West,false,0.4052,0.3958,0.4052
144,dropoff,2023,2,25492,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2023,3,28720,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2023,4,29483,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2023,5,30392,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2023,6,28870,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2024,2,25781,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2024,3,29045,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2024,4,27076,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2024,5,29703,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,dropoff,2024,6,29223,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2023,2,24058,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2023,3,26507,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2023,4,27447,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2023,5,28609,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2023,6,27810,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2024,2,27252,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2024,3,29267,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2024,4,27147,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2024,5,29687,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
144,pickup,2024,6,30344,Manhattan,Little Italy/NoLiTa,true,1.0,1.0,1.0
145,dropoff,2023,2,8698,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2023,3,9685,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2023,4,8934,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2023,5,10251,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2023,6,9451,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2024,2,6912,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2024,3,8618,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2024,4,8076,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2024,5,8458,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,dropoff,2024,6,8238,Queens,Long Island City/Hunters Point,false,0.4417,0.4154,0.4417
145,pickup,2023,2,2204,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2023,3,2544,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2023,4,2300,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2023,5,2988,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2023,6,2457,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2024,2,2125,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2024,3,2861,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2024,4,2663,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2024,5,2642,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
145,pickup,2024,6,2511,Queens,Long Island City/Hunters Point,false,0.1413,0.1393,0.1413
146,dropoff,2023,2,2523,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2023,3,3086,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2023,4,3015,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2023,5,3277,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2023,6,3256,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2024,2,1938,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2024,3,2360,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2024,4,2302,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2024,5,2510,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,dropoff,2024,6,2443,Queens,Long Island City/Queens Plaza,false,0.4017,0.3912,0.4017
146,pickup,2023,2,1420,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2023,3,1624,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2023,4,1495,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2023,5,1684,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2023,6,1570,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2024,2,1156,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2024,3,1410,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2024,4,1230,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2024,5,1347,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
146,pickup,2024,6,1260,Queens,Long Island City/Queens Plaza,false,0.2488,0.258,0.2488
147,dropoff,2023,2,244,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2023,3,292,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2023,4,316,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2023,5,260,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2023,6,250,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2024,2,216,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2024,3,246,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2024,4,275,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2024,5,261,Bronx,Longwood,false,0.2379,0.254,0.2379
147,dropoff,2024,6,258,Bronx,Longwood,false,0.2379,0.254,0.2379
147,pickup,2023,2,48,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2023,3,66,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2023,4,54,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2023,5,60,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2023,6,60,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2024,2,77,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2024,3,100,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2024,4,113,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2024,5,119,Bronx,Longwood,false,0.0625,0.1764,0.0625
147,pickup,2024,6,107,Bronx,Longwood,false,0.0625,0.1764,0.0625
148,dropoff,2023,2,28355,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2023,3,31582,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2023,4,32080,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2023,5,33290,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2023,6,31806,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2024,2,28237,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2024,3,30889,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2024,4,28794,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2024,5,31713,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,dropoff,2024,6,31964,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2023,2,30034,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2023,3,31585,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2023,4,33335,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2023,5,33725,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2023,6,33246,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2024,2,30324,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2024,3,31850,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2024,4,28827,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2024,5,30477,Manhattan,Lower East Side,true,1.0,1.0,1.0
148,pickup,2024,6,32890,Manhattan,Lower East Side,true,1.0,1.0,1.0
149,dropoff,2023,2,356,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2023,3,408,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2023,4,472,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2023,5,484,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2023,6,456,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2024,2,339,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2024,3,472,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2024,4,406,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2024,5,487,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,dropoff,2024,6,436,Brooklyn,Madison,false,0.1861,0.214,0.1861
149,pickup,2023,2,63,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2023,3,70,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2023,4,81,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2023,5,91,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2023,6,76,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2024,2,108,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2024,3,135,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2024,4,156,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2024,5,155,Brooklyn,Madison,false,0.189,0.2112,0.189
149,pickup,2024,6,161,Brooklyn,Madison,false,0.189,0.2112,0.189
150,dropoff,2023,2,186,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2023,3,246,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2023,4,259,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2023,5,254,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2023,6,241,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2024,2,212,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2024,3,267,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2024,4,259,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2024,5,279,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,dropoff,2024,6,269,Brooklyn,Manhattan Beach,false,0.1788,0.1322,0.1788
150,pickup,2023,2,36,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2023,3,40,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2023,4,32,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2023,5,46,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2023,6,25,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2024,2,51,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2024,3,77,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2024,4,103,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2024,5,109,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
150,pickup,2024,6,99,Brooklyn,Manhattan Beach,false,0.2235,0.1253,0.2235
151,dropoff,2023,2,26181,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2023,3,29894,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2023,4,28791,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2023,5,30959,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2023,6,28392,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2024,2,25169,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2024,3,28351,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2024,4,27968,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2024,5,29225,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,dropoff,2024,6,26873,Manhattan,Manhattan Valley,false,0.2738,0.2647,0.2738
151,pickup,2023,2,22829,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2023,3,25966,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2023,4,25321,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2023,5,27606,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2023,6,24516,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2024,2,21813,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2024,3,23665,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2024,4,24711,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2024,5,25123,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
151,pickup,2024,6,23326,Manhattan,Manhattan Valley,false,0.1829,0.1774,0.1829
152,dropoff,2023,2,4272,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2023,3,5038,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2023,4,4504,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2023,5,4761,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2023,6,4130,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2024,2,3534,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2024,3,3924,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2024,4,3881,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2024,5,4023,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,dropoff,2024,6,3556,Manhattan,Manhattanville,false,0.2948,0.2624,0.2948
152,pickup,2023,2,1761,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2023,3,2141,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2023,4,1980,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2023,5,2093,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2023,6,1773,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2024,2,1523,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2024,3,1657,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2024,4,1937,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2024,5,1934,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
152,pickup,2024,6,1645,Manhattan,Manhattanville,false,0.1616,0.1456,0.1616
153,dropoff,2023,2,107,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2023,3,147,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2023,4,145,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2023,5,130,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2023,6,120,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2024,2,121,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2024,3,118,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2024,4,137,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2024,5,156,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,dropoff,2024,6,104,Manhattan,Marble Hill,false,0.2465,0.2469,0.2465
153,pickup,2023,2,29,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2023,3,36,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2023,4,24,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2023,5,25,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2023,6,21,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2024,2,36,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2024,3,36,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2024,4,36,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2024,5,36,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
153,pickup,2024,6,36,Manhattan,Marble Hill,false,0.1556,0.1778,0.1556
154,dropoff,2023,2,198,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2023,3,224,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2023,4,144,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2023,5,39,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2023,6,51,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2024,2,260,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2024,3,248,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2024,4,284,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2024,5,210,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,dropoff,2024,6,149,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0412,0.02,0.0412
154,pickup,2023,2,59,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2023,3,61,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2023,4,23,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2023,5,17,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2023,6,16,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2024,2,44,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2024,3,48,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2024,4,46,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2024,5,37,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
154,pickup,2024,6,35,Brooklyn,Marine Park/Floyd Bennett Field,false,0.0284,0.0381,0.0284
155,dropoff,2023,2,584,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2023,3,644,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2023,4,691,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2023,5,662,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2023,6,613,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2024,2,668,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2024,3,735,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2024,4,784,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2024,5,807,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,dropoff,2024,6,725,Brooklyn,Marine Park/Mill Basin,false,0.1277,0.1175,0.1277
155,pickup,2023,2,139,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2023,3,173,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2023,4,140,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2023,5,129,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2023,6,121,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2024,2,198,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2024,3,253,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2024,4,246,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2024,5,266,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
155,pickup,2024,6,254,Brooklyn,Marine Park/Mill Basin,false,0.1154,0.1594,0.1154
156,dropoff,2023,2,41,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2023,3,35,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2023,4,64,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2023,5,44,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2023,6,40,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2024,2,26,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2024,3,32,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2024,4,35,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2024,5,36,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,dropoff,2024,6,34,Staten Island,Mariners Harbor,false,0.4554,0.5153,0.4554
156,pickup,2023,2,4,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
156,pickup,2023,3,6,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
156,pickup,2023,4,5,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
156,pickup,2023,5,3,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
156,pickup,2023,6,5,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
156,pickup,2024,4,5,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
156,pickup,2024,5,2,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
156,pickup,2024,6,1,Staten Island,Mariners Harbor,false,0.087,0.0,0.087
157,dropoff,2023,2,869,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2023,3,1077,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2023,4,992,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2023,5,980,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2023,6,982,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2024,2,911,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2024,3,1001,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2024,4,904,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2024,5,953,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,dropoff,2024,6,993,Queens,Maspeth,false,0.3022,0.2835,0.3022
157,pickup,2023,2,221,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2023,3,234,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2023,4,224,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2023,5,193,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2023,6,196,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2024,2,327,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2024,3,298,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2024,4,270,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2024,5,269,Queens,Maspeth,false,0.3287,0.3713,0.3287
157,pickup,2024,6,304,Queens,Maspeth,false,0.3287,0.3713,0.3287
